sentence,image_1,image_2,label_image1,label_image2
A person runs as a player in competitive sport.,"[-0.5297332406044006, -0.8834326267242432, -0.34577447175979614, 0.07475140690803528, 0.15270718932151794, -0.44725435972213745, 0.04789445921778679, -0.6077526807785034, 0.21064968407154083, -0.3126443922519684, -0.26724815368652344, 0.09431201219558716, 0.45718619227409363, 0.06293322890996933, 0.1681014895439148, 0.3595866560935974, 0.05402008071541786, -0.36827296018600464, 0.3029758036136627, -0.2083427459001541, -0.4940566420555115, 0.1721779853105545, -0.3479061722755432, 0.2361045926809311, -0.16032254695892334, 0.25661805272102356, 0.71639084815979, 0.0011593159288167953, 0.33675965666770935, -0.00071757473051548, -0.11153118312358856, -0.02448347769677639, 0.1822860687971115, -0.6371583342552185, -0.41277867555618286, 0.45653361082077026, -0.4937340319156647, -0.06887935101985931, 0.03405972197651863, 0.17460936307907104]","[-0.21595700085163116, -0.869529128074646, -0.2878836989402771, 0.13100430369377136, -0.1079392284154892, -0.3549230098724365, -0.10374292731285095, -0.1221362054347992, 0.10900240391492844, -0.4075089395046234, -0.4457849860191345, 0.10550817847251892, 0.31610623002052307, 0.07289830595254898, 0.1484481543302536, 0.1730489730834961, -0.08213310688734055, -0.6206967234611511, 0.28488650918006897, 0.029571950435638428, -0.6001697182655334, 0.6333208084106445, -0.24210765957832336, -0.05219148099422455, -0.4335571527481079, 0.2438300997018814, 0.5494610071182251, 0.020965049043297768, -0.12968853116035461, -0.32020702958106995, -0.2082507312297821, 0.12311853468418121, 0.0796145349740982, -0.373731404542923, -0.09570405632257462, -0.059691883623600006, -0.6966217756271362, -0.21511957049369812, 0.2428753525018692, 0.3643275797367096]",0,1
The player hit the ball.,"[-0.41365936398506165, -1.0880030393600464, -0.44184428453445435, 0.1450079083442688, -0.3810296654701233, -0.3382794260978699, 0.11425792425870895, -0.01519528217613697, 0.6881381869316101, -0.04003174230456352, -0.33653128147125244, 0.2126476764678955, 0.7100168466567993, -0.100566565990448, 0.016614994034171104, 0.4455343186855316, 0.3884202241897583, -0.7199437022209167, 0.07908794283866882, -0.30535709857940674, -0.2736237645149231, 0.16941477358341217, -0.22111694514751434, 0.5185040235519409, -0.6453456282615662, -0.2816835641860962, 0.89801424741745, -0.043410755693912506, 0.26318827271461487, -0.2957214415073395, 0.30615249276161194, 0.2370479255914688, -0.004231587052345276, -0.49743250012397766, -0.3196656107902527, 0.5474874377250671, -1.0143351554870605, 0.3501759469509125, 0.2643586993217468, 0.39453110098838806]","[0.10302507877349854, -0.5489991307258606, -0.012030886486172676, 0.16008108854293823, 0.10449490696191788, -0.6499443054199219, -0.3638070821762085, -0.06929879635572433, -0.2851795256137848, -0.058631327003240585, -0.1833324134349823, 0.039613425731658936, 0.4278727173805237, 0.26194122433662415, 0.05420542508363724, 0.37275490164756775, 0.5375062823295593, -0.3625633120536804, 0.11949935555458069, -0.17877399921417236, -0.45261216163635254, 0.3378559947013855, -0.2940991222858429, -0.10494436323642731, 0.055945880711078644, 0.27624017000198364, 0.6871819496154785, 0.2725771963596344, 0.19398391246795654, -0.04575391858816147, 0.10774917155504227, -0.23299862444400787, 0.3440852761268616, -0.4896218776702881, -0.43638381361961365, 0.46736863255500793, -0.6642798185348511, -0.15119270980358124, 0.42764517664909363, 0.24839863181114197]",0,1
The puppy is sitting on the grass.,"[-0.1672215759754181, -0.07987898588180542, -0.2245693951845169, 0.017775563523173332, -0.4033752977848053, -0.04662343114614487, 0.043414533138275146, 0.11117170006036758, 0.4871462881565094, -0.18974709510803223, -0.30996787548065186, 0.13559067249298096, 0.6063255071640015, 0.1568358689546585, 0.23875366151332855, 0.6991273760795593, 0.005218428559601307, -0.3201272487640381, 0.08408695459365845, 0.04225057363510132, -0.5219863653182983, -0.04619656503200531, 0.033428892493247986, 0.2298722118139267, -0.14614322781562805, -0.10965505242347717, 0.3968752920627594, -0.0977015569806099, -0.016967657953500748, -0.24424123764038086, -0.048133283853530884, -0.35534217953681946, -0.5282578468322754, 0.15610231459140778, -0.11495693027973175, 0.8864585757255554, -0.9180241823196411, 0.2308201938867569, 0.018612246960401535, 0.5637360215187073]","[-0.45343464612960815, 0.08094115555286407, -0.14049895107746124, 0.11923438310623169, -0.17488935589790344, -0.12858134508132935, -0.05825507640838623, -0.08100192248821259, 0.4470279812812805, -0.3070181608200073, -0.07020331174135208, 0.1199241653084755, 0.26781317591667175, 0.3134637176990509, 0.25931215286254883, 0.5633662939071655, 0.47318214178085327, -0.2515363097190857, -0.044663868844509125, -0.5063604712486267, -0.2678603529930115, -0.08754512667655945, -0.12389099597930908, -0.03297962248325348, -0.23277586698532104, -0.17443977296352386, 0.27122026681900024, -0.05316535383462906, 0.035679880529642105, 0.0473589152097702, -0.053372547030448914, -0.4331204295158386, -0.16737814247608185, -0.34857630729675293, -0.4359931945800781, 0.3841586709022522, -0.5568403005599976, 0.3646736145019531, 0.5389589667320251, -0.10806004703044891]",0,1
A puppy stands in the grass.,"[-0.3645284175872803, -0.2885594367980957, -0.35837462544441223, -0.048089414834976196, -0.3054538071155548, -0.1075516864657402, -0.3757143020629883, -0.16305257380008698, 0.2303270548582077, -0.15404213964939117, 0.06792102754116058, 0.4076889455318451, 0.42728927731513977, -0.04381542652845383, 0.28506749868392944, 0.4779528081417084, 0.4596320390701294, -0.19006896018981934, -0.10731829702854156, 0.0016242126002907753, -0.6109492778778076, -0.2146429866552353, -0.14586235582828522, 0.6112958192825317, -0.3776732385158539, -0.3400633931159973, 0.4805322587490082, -0.021548667922616005, -0.03673480451107025, -0.252665251493454, 0.1817225217819214, -0.3448289930820465, -0.1981336772441864, 0.001087760552763939, -0.03026537410914898, 0.6038399934768677, -0.9896384477615356, 0.631041407585144, -0.2327432781457901, 0.35585153102874756]","[-0.11270172148942947, -0.6923972964286804, -0.3839356303215027, 0.2960195541381836, -0.20788335800170898, -0.34684130549430847, -0.1629185825586319, -0.5145540833473206, 0.3512868583202362, -0.3502725660800934, -0.07740223407745361, 0.1117885559797287, 0.5496906042098999, -0.0003126319497823715, 0.5429344773292542, 0.7055439949035645, 0.25854554772377014, -0.400169312953949, -0.3367757499217987, -0.23347213864326477, -0.33800894021987915, -0.13700774312019348, -0.07477422058582306, 0.4270123541355133, -0.19782942533493042, -0.2166212946176529, 0.4155771732330322, 0.23285643756389618, -0.06206544488668442, -0.15680620074272156, 0.16779930889606476, -0.3553128242492676, 0.053431436419487, -0.2459392249584198, -0.3266408443450928, 0.3798271119594574, -1.0356168746948242, 0.32174140214920044, -0.19178582727909088, 0.6442145705223083]",0,1
A mother dog hold a puppy in her mouth,"[-0.14251525700092316, -0.6018617153167725, -0.3465562164783478, -0.44077441096305847, -0.3882180154323578, -0.2867937982082367, -0.14447985589504242, 0.20503227412700653, 0.39685484766960144, -0.2740498185157776, 0.13257110118865967, 0.31894150376319885, 0.6066332459449768, 0.12165052443742752, 0.3473902940750122, 0.22791650891304016, 0.590505063533783, -0.09813310205936432, -0.06653274595737457, 0.32860246300697327, -0.24315012991428375, 0.039110250771045685, -0.1265956312417984, 0.3948095738887787, -0.5040521025657654, -0.3993878662586212, 0.3835347592830658, -0.3370456099510193, 0.4089564383029938, -0.7045602202415466, 0.40086716413497925, -0.01662452332675457, -0.5748555660247803, -0.19981539249420166, 0.08652396500110626, 0.48545366525650024, -0.8473951816558838, 0.9152907729148865, 0.1987704187631607, 0.24700745940208435]","[-0.3442344665527344, -0.023739295080304146, -0.5104008913040161, -0.19224007427692413, 0.09138917177915573, -0.5012967586517334, -0.5231509804725647, -0.20192378759384155, -0.10304253548383713, 0.0412822924554348, -0.37022334337234497, 0.3394401967525482, 0.5286809206008911, 0.36059585213661194, 0.30617961287498474, 0.33024224638938904, 0.04155798628926277, -0.19139869511127472, 0.04905976355075836, -0.5496119856834412, -0.35502952337265015, 0.29858317971229553, 0.32390525937080383, 0.3019632399082184, -0.2059769630432129, 0.005938950926065445, 0.8046690225601196, -0.08698185533285141, -0.07567933946847916, 0.28566285967826843, -0.29667332768440247, 0.3929601013660431, -0.23207958042621613, 0.03919372707605362, -0.6390486359596252, 0.30259352922439575, -0.7910968065261841, 0.7275515794754028, 0.30214378237724304, 0.10344630479812622]",0,1
The girl stood in front of the doorway.,"[-0.6250709891319275, -0.6070795655250549, -0.13029544055461884, 0.42775800824165344, 0.36029425263404846, -0.18870201706886292, 0.2936497926712036, -0.45134836435317993, 0.16161058843135834, -0.22352606058120728, -0.35637956857681274, 0.21991513669490814, 0.43605872988700867, 0.41898781061172485, 0.33663326501846313, 0.10078874230384827, 0.1499258577823639, -0.06447893381118774, -0.17093484103679657, -0.24582837522029877, -0.45184996724128723, 0.05371148884296417, 0.04981742799282074, 0.8080512285232544, -0.11556019634008408, -0.155914306640625, 0.30805811285972595, 0.0938846543431282, 0.353954941034317, 0.21291030943393707, 0.5720946788787842, 0.00644879974424839, -0.22819899022579193, -0.47624847292900085, -0.7657103538513184, 0.25518184900283813, -0.6256734132766724, 0.1428283452987671, 0.1535804718732834, 0.2745562493801117]","[-0.49474892020225525, -0.15430398285388947, 0.20141780376434326, 0.2940009534358978, 0.06866781413555145, -0.21433767676353455, 0.16012759506702423, -0.17279623448848724, 0.18484747409820557, 0.18622511625289917, -0.3064348101615906, 0.2184397429227829, -0.13534635305404663, -0.33019912242889404, 0.2961602509021759, 0.3644842803478241, 0.008863524533808231, -0.5333119630813599, -0.003427403047680855, -0.2932538092136383, -0.08620008826255798, 0.04242648184299469, 0.13243740797042847, 0.26563626527786255, 0.16975855827331543, -0.18377885222434998, 0.5824967622756958, -0.0043022725731134415, 0.0859876275062561, 0.26883170008659363, 0.05642594397068024, -0.030129125341773033, 0.034986019134521484, -0.04596339911222458, -0.08145304024219513, 0.09813489019870758, -0.6074436902999878, 0.23943383991718292, -0.15116365253925323, 0.3406544029712677]",0,1
A person lies in the grass.,"[-0.6676209568977356, -0.23278303444385529, 0.4682007133960724, 0.11254969239234924, -0.29134601354599, -0.025899283587932587, 0.02522178925573826, -0.5135507583618164, 0.25702616572380066, -0.09442143142223358, -0.18781986832618713, -0.05660194158554077, 0.23301276564598083, 0.3734362721443176, 0.38455212116241455, 0.5475544333457947, 0.42083609104156494, -0.3542209267616272, 0.04365918040275574, -0.12263959646224976, -0.35785984992980957, 0.27239087224006653, -0.2021552175283432, -0.18363122642040253, -0.02013588696718216, -0.218850776553154, 0.18835347890853882, 0.1284763514995575, 0.299167662858963, -0.1016111969947815, 0.19537706673145294, -0.16450192034244537, 0.008378595113754272, -0.4441373944282532, 0.1217784732580185, 0.0731336772441864, -0.7237415313720703, -0.010772733017802238, 0.3994600474834442, 0.19221250712871552]","[-0.3688848316669464, -0.33475321531295776, -0.35167771577835083, 0.06680445373058319, -0.0025450438261032104, -0.8028371334075928, -0.006344527006149292, -0.3236250579357147, -0.21714897453784943, -0.1361043006181717, -0.4791831970214844, 0.04484061151742935, 0.4703963100910187, -0.03253834694623947, 0.21167176961898804, 0.27903199195861816, 0.3836542069911957, -0.49728918075561523, -0.1877819448709488, 0.0001135924831032753, -0.36686742305755615, 0.09287808835506439, -0.27938827872276306, 0.07699300348758698, -0.14262855052947998, 0.22382548451423645, 0.20586729049682617, 0.17364449799060822, -0.06683775037527084, 0.1508176624774933, -0.3578985333442688, -0.5586329102516174, 0.010783031582832336, 0.10946293920278549, -0.2330765575170517, 0.4065428376197815, -0.656352162361145, 0.8558147549629211, 0.24898897111415863, 0.7463535666465759]",0,1
A child sits on a beach.,"[-0.033423662185668945, -0.4509998559951782, 0.021623974665999413, 0.08880332112312317, -0.15769699215888977, -0.5516771078109741, 0.08198854327201843, -0.09873244166374207, -0.15195132791996002, -0.30717530846595764, -0.18694943189620972, -0.287604421377182, 0.5439253449440002, 0.4039405584335327, 0.18703821301460266, 0.2614818811416626, 0.23028770089149475, 0.1824476271867752, 0.013776777312159538, -0.2844138443470001, -0.4672912657260895, 0.06710246205329895, -0.22718176245689392, 0.1469140201807022, -0.2123880386352539, -0.12821462750434875, -0.19408589601516724, 0.13893508911132812, -0.16546815633773804, 0.2175646871328354, -0.3249574601650238, -0.2554325461387634, 0.05486573278903961, -0.1388077586889267, -0.13546690344810486, 0.7196617722511292, -0.42803168296813965, 0.4949221611022949, 0.09005624055862427, 0.1611592173576355]","[-0.5673760175704956, -0.564655601978302, -0.09573560208082199, 0.2115917205810547, 0.07185353338718414, -0.5350661277770996, 0.09165436029434204, -0.43177613615989685, 0.012512275949120522, -0.5929803848266602, -0.3370214104652405, 0.14315032958984375, 0.5181771516799927, -0.004443278536200523, 0.4853282570838928, 0.5423544645309448, 0.3537372946739197, -0.10313896834850311, 0.06028701364994049, 0.032140135765075684, -0.34534597396850586, 0.2747354209423065, -0.27918320894241333, 0.401597797870636, -0.13688167929649353, -0.30700382590293884, 0.1601460576057434, 0.4873195290565491, -0.26656630635261536, -0.0400635227560997, -0.03430488705635071, -0.3536553680896759, 0.1523863524198532, -0.24836961925029755, 0.01728733815252781, 0.2158072143793106, -1.0146920680999756, 0.4917010962963104, -0.2697354257106781, 0.3794923424720764]",0,1
A girl crosses the road.,"[-0.2776615023612976, -0.8196699023246765, -0.3088303506374359, 0.011749116703867912, 0.03297863155603409, -0.5424854755401611, -0.07823066413402557, -0.3865942656993866, -0.007792582735419273, 0.02272522822022438, -0.15789689123630524, 0.13935378193855286, 0.3502291738986969, -0.03210669755935669, 0.22126883268356323, 0.4417167603969574, 0.20167139172554016, -0.6445283889770508, -0.008023763075470924, -0.2658607065677643, -0.10826294869184494, 0.12734057009220123, -0.04179739952087402, -0.05571870505809784, 0.3206876814365387, -0.3815344274044037, 0.44521990418434143, -0.005628982558846474, 0.16947504878044128, 0.08918570727109909, -0.043041110038757324, -0.05784323066473007, -0.008309081196784973, -0.20515301823616028, -0.10848242044448853, 0.14656461775302887, -0.2958541214466095, 0.3650740385055542, -0.07573117315769196, 0.573651909828186]","[-0.7477575540542603, -0.8004661798477173, -0.15860234200954437, -0.2205415964126587, 0.2582487165927887, -0.3912883400917053, 0.01184806227684021, -0.45632362365722656, 0.39247217774391174, -0.14568334817886353, -0.3465808033943176, 0.23544424772262573, 0.6275829076766968, 0.16732870042324066, 0.3305278420448303, 0.2431914508342743, 0.125681072473526, -0.10532271862030029, -0.02270353026688099, 0.08593232929706573, -0.04810139536857605, 0.3217688500881195, -0.09700584411621094, 0.05705438554286957, -0.05682443827390671, -0.3453402519226074, 0.4613868296146393, 0.2261621505022049, -0.005862988531589508, -0.05434741824865341, 0.027289053425192833, -0.19119122624397278, -0.06750373542308807, -0.5513111352920532, -0.6046731472015381, 0.2052522897720337, -0.6546539068222046, 0.20254309475421906, -0.005276169627904892, 0.0022458918392658234]",0,1
Woman runs on road.,"[-0.8825951218605042, -0.7929825186729431, -0.3330245614051819, -0.0006707925349473953, 0.047926582396030426, -0.4876455068588257, 0.29383111000061035, -0.2701323330402374, 0.1395881325006485, -0.5662164092063904, -0.7166280150413513, 0.1419326812028885, 0.43176040053367615, -0.07477576285600662, 0.1475413292646408, 0.12650750577449799, 0.22464406490325928, -0.5576738715171814, 0.14011849462985992, -0.14390665292739868, -0.3813931345939636, 0.40342041850090027, -0.3570098578929901, 0.24170131981372833, -0.3474840521812439, -0.18681728839874268, 0.42161205410957336, 0.21036352217197418, 0.10264570266008377, 0.06055975705385208, -0.088857501745224, -0.012951439246535301, 0.018777206540107727, -0.5070562958717346, -0.15809527039527893, 0.08413568139076233, -0.5280766487121582, 0.25342151522636414, 0.15329992771148682, 0.5253027081489563]","[-0.47542619705200195, -0.5644222497940063, 0.1665997952222824, 0.5890744924545288, -0.40184393525123596, -0.17352035641670227, 0.18592950701713562, -0.32381317019462585, 0.1303451806306839, 0.34001168608665466, -0.45066046714782715, -0.35668113827705383, 0.15552863478660583, -0.09256785362958908, 0.311249315738678, 0.26395559310913086, 0.4082300662994385, -0.07885187864303589, -0.3111144006252289, -0.06617923825979233, -0.2565823793411255, 0.24718227982521057, -0.2237630933523178, 0.2513781189918518, -0.12310253828763962, -0.5279276371002197, 0.29009392857551575, 0.13257630169391632, -0.11619285494089127, 0.1188223734498024, 0.008490795269608498, -0.07467926293611526, -0.3172750473022461, -0.10020410269498825, -0.21873389184474945, 0.2690218389034271, -1.0025055408477783, -0.21826820075511932, 0.1755291074514389, 0.37693557143211365]",0,1
A women walks across the road,"[-0.27426600456237793, -0.8179989457130432, -0.2429162710905075, 0.5001083612442017, -0.03009985387325287, -0.8714894652366638, 0.0988849326968193, -0.06309693306684494, 0.18921421468257904, -0.0733918696641922, -1.037477970123291, 0.14549952745437622, 0.12126275897026062, -0.030573120340704918, -0.09899555146694183, 0.6648634672164917, 0.4811980724334717, -0.8104706406593323, -0.18828673660755157, 0.32696083188056946, -0.02344425581395626, 0.2825722396373749, 0.032310716807842255, 0.3006865084171295, -0.2839359641075134, -0.2811603248119354, 0.6224242448806763, 0.22364960610866547, -0.4076177477836609, -0.3039351999759674, -0.2578142583370209, -0.34781613945961, 0.2127041518688202, 0.03594297915697098, 0.06904271245002747, 0.5319096446037292, -0.6712462306022644, 0.6206613779067993, -0.028131704777479172, 0.32095736265182495]","[-0.35280871391296387, -0.5689019560813904, -0.24596507847309113, 0.5430117249488831, -0.24927151203155518, -0.463029682636261, -0.014318116009235382, -0.5590130686759949, 0.22346307337284088, -0.5094254016876221, -0.2224266082048416, -0.212755486369133, 0.43995413184165955, 0.0002965126186609268, 0.42510974407196045, 0.6489957571029663, 0.32867711782455444, -0.36769384145736694, 0.0784851461648941, 0.0715910792350769, -0.12211789935827255, -0.042996302247047424, -0.3168845474720001, 0.2487155944108963, 0.09189403802156448, -0.43773362040519714, 0.18099281191825867, -0.046396009624004364, -0.5089493989944458, -0.3591219186782837, -0.37333735823631287, -0.5242391228675842, 0.20707108080387115, -0.24523045122623444, -0.0938129872083664, 0.45673316717147827, -0.7006699442863464, 0.5266175866127014, -0.6361366510391235, 0.610293447971344]",0,1
the man run on the road,"[-0.19437621533870697, -1.0550177097320557, -0.1618019938468933, 0.18774011731147766, -0.07778778672218323, -0.7481083273887634, 0.026183046400547028, -0.2579485774040222, 0.14729781448841095, -0.5010977387428284, -0.46081459522247314, 0.07399949431419373, 0.2054450809955597, -0.42229780554771423, 0.04203148931264877, 0.4481440484523773, 0.09715615957975388, -0.9241142272949219, 0.401375412940979, -0.0777510330080986, -0.043860577046871185, 0.2873620092868805, -0.5132402181625366, 0.3846997320652008, -0.10245443135499954, 0.09917163848876953, 0.44225046038627625, 0.12753857672214508, -0.21471461653709412, -0.23938557505607605, -0.2300129234790802, -0.05328010767698288, 0.22451914846897125, -0.24167640507221222, -0.16563810408115387, 0.08104875683784485, -0.38616377115249634, 0.7896538376808167, -0.11332541704177856, 0.5439813733100891]","[-0.635269820690155, -0.27138590812683105, -0.26662588119506836, -0.3195195496082306, -0.44150134921073914, -0.2370782196521759, 0.3391153812408447, -0.05175776779651642, 0.5792421102523804, -0.20233392715454102, -0.5345604419708252, 0.5712093114852905, 0.08219210803508759, 0.27975204586982727, -0.017693737521767616, 0.5476895570755005, 0.24852898716926575, -0.3510844111442566, 0.273037314414978, 0.30463707447052, -0.016153713688254356, 0.02436111308634281, -0.32898998260498047, 0.008204149082303047, -0.19213458895683289, -0.402919739484787, 0.14019480347633362, -0.05012255162000656, 0.4763895273208618, -0.10656889528036118, -0.0836477279663086, -0.2580060064792633, 0.015674933791160583, -0.3347955346107483, -0.056238994002342224, 0.27893680334091187, -0.8097383379936218, 0.25507935881614685, 0.0013992153108119965, 0.31794628500938416]",0,1
A girl walks down the road.,"[-0.6422422528266907, -1.1447027921676636, -0.058821506798267365, -0.23208686709403992, -0.23657003045082092, -0.07584051042795181, -0.054363712668418884, -0.571373462677002, -0.019765129312872887, -0.09622229635715485, -0.285791277885437, 0.42091625928878784, 0.6177800297737122, -0.17151471972465515, 0.28151702880859375, 0.1820109635591507, 0.07493314146995544, -0.3012060523033142, -0.11624454706907272, 0.056187704205513, -0.4862423837184906, 0.0915709137916565, -0.1761685013771057, 0.43642112612724304, 0.002970995381474495, -0.29975154995918274, 0.6566869020462036, 0.06799010187387466, 0.15586411952972412, 0.32413336634635925, 0.3301193416118622, -0.10355589538812637, -0.38625389337539673, -0.4091438353061676, -0.017081959173083305, 0.4378602206707001, -0.6734514832496643, -0.20661623775959015, 0.2764272391796112, 0.9341261982917786]","[-0.5946107506752014, -1.015100359916687, 0.13104721903800964, 0.4337136447429657, -0.4072498381137848, -0.45742231607437134, 0.40593481063842773, -0.11787143349647522, 0.04028183966875076, -0.352194219827652, -0.7514457106590271, -0.03266090154647827, 0.20588302612304688, 0.25996285676956177, -0.2300235778093338, 0.3837853968143463, 0.3438665270805359, -0.5856993794441223, -0.22274616360664368, 0.016400694847106934, -0.08087191730737686, 0.2522512674331665, -0.29729124903678894, 0.27938389778137207, -0.36423206329345703, -0.17899057269096375, 0.5305470824241638, 0.15067283809185028, -0.050759732723236084, -0.2663048207759857, 0.3604641556739807, -0.21633201837539673, -0.32152074575424194, -0.1469137817621231, 0.01205444522202015, 0.26686057448387146, -0.7121255993843079, 0.3088412582874298, 0.04880260303616524, 0.6277855038642883]",0,1
The businessman runs on the road.,"[-0.5746975541114807, -0.8661476969718933, -0.11064435541629791, 0.24883095920085907, -0.25280070304870605, -0.5044327974319458, -0.25986605882644653, -0.22841301560401917, 0.14003697037696838, -0.052979543805122375, -0.753186821937561, -0.10637179017066956, 0.10459426045417786, -0.31883910298347473, -0.15325213968753815, 0.2960048019886017, 0.2503252923488617, -0.5335655808448792, -0.18930131196975708, -0.14746907353401184, -0.26510709524154663, 0.11345371603965759, 0.016090167686343193, 0.5061703324317932, -0.18634876608848572, 0.13029783964157104, 0.5798971056938171, 0.19798077642917633, -0.18550723791122437, 0.047872595489025116, -0.13490143418312073, -0.064359650015831, -0.0230015367269516, 0.06195101886987686, -0.13856424391269684, 0.3963242173194885, -0.6388059854507446, 0.6423913836479187, 0.19175100326538086, 0.3758966028690338]","[-0.4950428307056427, -0.6983724236488342, -0.008395018056035042, 0.23272664844989777, 0.08564294129610062, -0.6518058776855469, -0.1377054750919342, -0.3203672468662262, 0.08831749111413956, -0.33128055930137634, -0.27134019136428833, 0.20698028802871704, 0.524204432964325, -0.1052696630358696, 0.5669627785682678, 0.42658522725105286, 0.10778775066137314, -0.49334287643432617, 0.29030224680900574, 0.265842467546463, -0.21641330420970917, 0.3502996265888214, -0.35717642307281494, 0.26767465472221375, -0.0954737588763237, -0.16112017631530762, 0.2501440942287445, 0.18423430621623993, -0.2882445156574249, -0.2920840084552765, 0.15855714678764343, -0.04261805862188339, -0.1595468968153, -0.25003373622894287, -0.17467792332172394, 0.15823829174041748, -0.7626659870147705, 0.37072432041168213, 0.1547531634569168, 0.313810795545578]",0,1
A woman walks on a road.,"[-0.4942646622657776, -0.45848697423934937, 0.0703333169221878, 0.030615029856562614, 0.027916118502616882, -0.40142345428466797, 0.026733413338661194, -0.44606292247772217, 0.4288281202316284, -0.2675520181655884, -0.6758420467376709, -0.04689209163188934, -0.08165079355239868, -0.14248217642307281, 0.2710181176662445, 0.41114237904548645, 0.11700331419706345, -0.31889069080352783, -0.11411748826503754, -0.05675889551639557, -0.46232837438583374, -0.010544588789343834, 0.08768084645271301, 0.20779936015605927, -0.16339141130447388, -0.02293464168906212, 0.3151576817035675, 0.3060343563556671, -0.11652330309152603, 0.18369260430335999, -0.28193509578704834, -0.49343743920326233, 0.020041942596435547, -0.11001228541135788, -0.05806510150432587, 0.3239940404891968, -0.630892813205719, 0.36157143115997314, 0.28336620330810547, 0.4738655388355255]","[-0.6751881241798401, -0.3631010055541992, 0.03294094651937485, 0.4016556441783905, -0.1020253375172615, -0.38114994764328003, 0.1284567415714264, -0.49136883020401, 0.25383153557777405, 0.02554779127240181, -0.03146146237850189, 0.43569549918174744, 0.3407232463359833, -0.20321477949619293, 0.5090100169181824, 0.1934419572353363, 0.24895983934402466, -0.27019357681274414, -0.05843527615070343, 0.2336166352033615, -0.3265295624732971, 0.17054405808448792, -0.027420075610280037, 0.46462491154670715, -0.06728329509496689, -0.13888925313949585, 0.549098014831543, 0.2796209752559662, 0.15978649258613586, 0.01060677133500576, -0.17614686489105225, -0.12218541651964188, -0.23498214781284332, -0.33878588676452637, -0.3858989477157593, 0.29534876346588135, -0.7528571486473083, 0.27617037296295166, 0.10462509095668793, 0.31347259879112244]",0,1
A child swims in the sea.,"[-0.21578273177146912, -0.22445692121982574, -0.1301117241382599, 0.07120151817798615, -0.2474634349346161, -0.5223826169967651, 0.1142665445804596, -0.5611619353294373, 0.13379935920238495, -0.04384107515215874, -0.22975485026836395, -0.1606695055961609, 0.43489885330200195, 0.6527767777442932, 0.20913809537887573, 0.2142176777124405, 0.3730928301811218, -0.012787088751792908, 0.03879743814468384, -0.11156868934631348, -0.6640781164169312, -0.02877809666097164, -0.3220774233341217, -0.23558299243450165, -0.018724851310253143, -0.028445731848478317, -0.07785943895578384, 0.05030336230993271, -0.06809323281049728, -0.020243311300873756, -0.13496850430965424, -0.3323596119880676, 0.3208957314491272, -0.13281653821468353, -0.14962707459926605, 0.4029506742954254, -0.28120818734169006, 0.34873348474502563, 0.14971335232257843, 0.42161741852760315]","[-0.25767192244529724, -0.36420851945877075, -0.08419260382652283, -0.037991032004356384, 0.08943802863359451, -0.7965831756591797, -0.15091224014759064, 0.015816835686564445, -0.1203722134232521, -0.09986148774623871, -0.491881787776947, 0.2572055459022522, 0.7535420656204224, 0.23028457164764404, 0.47101062536239624, 0.30041369795799255, 0.37170642614364624, 0.18319858610630035, -0.015604080632328987, -0.13379976153373718, -0.6187783479690552, 0.1419096291065216, -0.5912209153175354, -0.1380562037229538, 0.014294810593128204, 0.1683690994977951, -0.1679261028766632, 0.15246932208538055, -0.4019978940486908, 0.2712234556674957, -0.3040466606616974, -0.3731706738471985, -0.02668587863445282, -0.21479877829551697, -0.4662301540374756, 0.4371805191040039, -0.8760250806808472, 0.604129433631897, 0.2050940841436386, 0.055947210639715195]",0,1
